id,text,label,sentiment
16905,"#SanctuarySunday awesome news about the Leo Awards for Sanctuary, looks like they got 4 out of the 10 they were nomintated for, not bad!",2,positive
12972,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",1,neutral
7674,off to sleep  on 2 katy perry songs as soundtrack  x,1,neutral
1836,"Rubbish app, doesn't sound on time😠",0,negative
27158," That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.",1,neutral
24853,There`s a spider in my room. Save me...,0,negative
11,I really really like the song Love Story by Taylor Swift,2,positive
7407,"In timeline section, I cannot see the upcominh events (I can only see the events for today and next day), and that kills the purpose of the time table apps. People need to see the upcoming event, in order to schedule nrw events, so they wont overlap with each other. Keep up the good work, and this will be a good app😎",0,negative
14154, I`ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night,0,negative
1423, hey I didn`t get the email yet,1,neutral
100,"Disappointed, cant plan the same task over multiple days. Manually adding same task to repeat each day is a downside. Uninstalled.",0,negative
1943, Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,2,positive
8774,It sync the Google Task once. Thereafter no more sync. Dissappointed.,0,negative
1086,"Would be better if the Inbox was not treated as a project, but rather a scheduling location, and that items could be created in the inbox and EASILY (bulk) moved to other projects (but stay in the inbox) to then be scheduled to daily or next week or whatever Tracking would be easier. and the app would get a higher rating and I may actually subscribe.. Its a deal breaker for me.",0,negative
6296,OMG...the heater in my room has been on all day while i was at school & now it`s boiling,0,negative
15785," ooooo,  an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",2,positive
5625,"I almost never leave reviews but for this transition I have to make an exception. Wunderlist has been my most frequently used App, being in daily use to manage my busy days. The ToDo version is hopeless to use. I like to use a weekly list which no longer exists. It's replacement does not allow drag and drop to different days. Worse, if you manually change the date of a task it doesn't move to the new day. It remains in the original day with a completion different date. Must be fixed!",0,negative
2974,"This app has really helped me get my stuff in order! It also has an active community and good challenges! It is a bit glitchy at times (things don't refresh, etc) but overall it's great! Edit: lol, the 'report a bug' is glitched on my phone :P I had to manually send my info over, in the middle of fixing a glitch where my day won't reset - been broken for a week.",2,positive
19547,is now going to the hairdressers instead of running due to rain,1,neutral
17196,See No Evil starring WWE wrestler Kane. You should watch it,1,neutral
2864, How lovely,2,positive
26970,Headed to eat with my hubby n my mommy!!  So ready to have some drinks...,1,neutral
22565,correction...a hot coco in my NKOTB cup  what a sweety!!!!,2,positive
1353,Follow Friday is a bit hard to do when my work kicks in on Fridays,0,negative
19481,"I love my daddy, but I don`t want to go to his house today.",2,positive
21925,   woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,1,neutral
1097, Umm don`t ya mean ship,1,neutral
3710,Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,0,negative
2914,Sexxxy tiiiiiimmmmmmeee!...whatever that means.,1,neutral
3109,Listening to Hey Zulu - Red n` Meth. Sux to be at work right now,1,neutral
17016,Watching a movie with sam,1,neutral
18035,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,2,positive
7511,is 99% sober at Brittney`s with Becky and Brit  <3,0,negative
10159,Ugh.  Las #vegas airport is at a 'ground stop' which means I`m stuck in the plane on the tarmac (again) at LAX.,0,negative
19063,I lost count   sorry I let u down...,0,negative
1766,"was loving this app originally, did everything i wanted. Calendar, reminders, lists, habits. Easy to use..... until latest Android upgrade, no longer receiving any reminders. Disappointed, tried everything and the app just doesn't work. Will unfortunately be cancelling my subscription.",0,negative
5710,"Not user friendly... Wunderlist was much better. I have several different lists and liked the ""All"" view from Wunderlist where I could see all the different tasks from all of my lists on one screen and I could easily move tasks between different lists. Now there is no ""All"" view and I have to open each individual list separately and go back and forth to see everything... I also can't move a task to another list. I'd have to open one list and copy the text then open the other list and paste...",0,negative
10573,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",2,positive
11116, wish i coulda been there,2,positive
10870, I wish I could get twitter to upload my background of M,1,neutral
8496,"Poor DS is in bed with 100.8 fever - he won`t be able to walk in Relay for Life tonight - feel so bad for him, he`s so sad",0,negative
2983,This app is good and it's useful. Yes it's true that it has a few bugs here and there but the app itself is good and I like it. I wish it had an offline mode because I can't stay on all the time but I can see why we need to be online at all times.,2,positive
23711,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,1,neutral
8581,"Amazing app. I use it to track everything from art projects, bills, grocery lists, even my food counter!",2,positive
8069,Well it's broken now. I haven't messed with any settings in or out of the app and now there's no alarm. It just vibrates. I checked and it all still has the alarms and correct sounds yet it only vibrates when it shows a reminder. Why do these reminder apps always break?,0,negative
9832,Planner isnt saving all day events.  You can see an event is there in month view but when you open that day the event does not show.,1,neutral
3274, thank you,2,positive
1667," black is good... tight, or should I say too tight, not so good.",1,neutral
6750,app is great but the events are not getting created . Only one two events for a day is created than even it shows created its not,1,neutral
5212,i wanna watch PCD concert dad,1,neutral
7195,Just wow !!!,2,positive
8138,booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,1,neutral
2229,Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,0,negative
2779,farewelling an employee tonight...,1,neutral
4547,im going to miss khyy so much,0,negative
24757, ... so I can`t charge you by the hour then?,1,neutral
25625,Aww man I left all my laffy taffy`s at work,1,neutral
2911, hey hunnie  how are u?? I miss talkin to u! Ty for the follow,1,neutral
3690,"App friezes when changing plant offline,fix needed",1,neutral
4465,Everything is good but i would like to see more then a five slots for habits,1,neutral
3048,"would love, love, LOVE an offline mode as I don't have internet access at all time but adore this app to keep me on top of my life and mental and physical health",2,positive
5969,"Near to ideal. But there is some shortage. For example there is no option in settings to add planned tasks to ""My Day"" automatically. Or people usually plan tonight for tomorrow. But when i at the end of the they add tasks to ""My Day"" they add to today not tomorrow. There is must be an optional boundary time in settings that determine the end of day and after that adding tasks to My Day"" go to tomorrow. Another thing, i cant add ""step""s to ""My Day"" its important.",1,neutral
2194,Wunderlist being killed by Microsoft.... Seems like most people are coming to this app instead of moving to the recommended Microsoft To Do. Giving this a try.,2,positive
25122,Going out. A barbeque maybe?,1,neutral
16666, flipping between the race and the nba playoffs.  Pulling for dale jr and `bron `bron....,1,neutral
1940, that sounds awesome..,2,positive
23853, video is not available to us foreigners,1,neutral
27342,"Oh Top Gear (UK), how I love thee",2,positive
11949,"at home. didn`t see the Bloody movie, full booked  but Night at the museum was fun though.",1,neutral
12606,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",2,positive
10619," Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it`s a good environment.",1,neutral
25797,Sunburn hurts!,0,negative
3609,"Too many features are premium and that's kinda annoying, still like the app though",1,neutral
9755,Weekend looks sloppy  Looking forward to a great week with great customers!,2,positive
11328,I do hope many of my new followers are from around Sydney Australia  Welcome to my tweets anyway.,2,positive
16998,_a_hart ah.. Birmingham! I remember being there in the Wrox days,1,neutral
18222,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",0,negative
3343,I feel better today.,2,positive
7022,Great and helpful app. Love it,2,positive
11411, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,1,neutral
23602, me too dawg  thanks so much!,2,positive
4498,_mills  better than a spider or some type if Australian wildlife one would imagine,2,positive
10167,"@sekseemess no. I'm not itchy for now. Maybe later, lol.",0,negative
194,"I love this app, but recently the app keeps crashing everytime I enter. Plus the calendar is completely wrong. 😕",0,negative
24129, not sure i can make it,1,neutral
26132, !!!!  glad you`re alright!,2,positive
22157,people in my house do not know how to close doors,0,negative
13682,"Awake, no migrane (yey) but tummy is hurting, evil IBS",0,negative
11596,I just told the people that matters the most to me to just leave me alone... I **** up again.,0,negative
14906,_beanz **** sorry to hear that tina...,0,negative
3682,Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,2,positive
3905,I just download this app and it was so cool and helpful. It helps me to stay focus and use my time wisely..,2,positive
18062,Making egg tart & Chinese egg pudding. Yum,2,positive
25508," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",1,neutral
4900,A boost in habit formation.,2,positive
7391,"U should work on the phones like oppo and others so that customer don't 
find problem",0,negative
26413,What a nice young guy at dunkin donuts let me go first,2,positive
1073,"Wow, its hot and miserable. People are probably killing themselves right about now...",0,negative
1159,is sad that she is not seeing Basshunter at Metroplex this weekend,0,negative
16404,Ugh boring friday,0,negative
12125,is excited about Taylor Swift on wednesday!!!,2,positive
9553,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,0,negative
61,"_xo   dang it, so its not certain ? ? ? are you okay?",1,neutral
19054," I know sleep is so over rated! who needs it, right!",0,negative
24217, great show today,2,positive
19947, Yeahhh... thx. I figured it out,2,positive
26576,I just had a horrible dream.,0,negative
4943,"Ads too frequent, didn't even finish setting up first days tasks",0,negative
2801,"This app is very helpful! Total game changer for my ADHD. Unfortunately, after level 25 the app becomes a money grab and the items you find and the equipment you can buy with coins get severely capped. But overall I'm happy this app exists, it really helps me stay on track :) Perhaps if the game cost a few dollars to purchase the developers wouldn't need to resort to capping in order to create revenue from the app. I feel as though many people will quit once the RPG element is restricted.",1,neutral
11829,Anyone want to stop by Carl`s Jr and bring me a chicken club?  Can barely walk...,0,negative
1831,gaahhhh! i want my #comet09 stream back...,0,negative
11963,sad day*Lakers please make me happy with a W,0,negative
21460, Aha! Well I`m from Ashington and going back to my old school in Sept. which will become Northumberland C of E Academy.,1,neutral
1268,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",1,neutral
10799,"For the record, john mayer is freaking cool.",2,positive
838,Mad tired. But it`s the hols! I miss chomp chomp terribly!,0,negative
7048,Really great. It takes some time to get it working - my current use is to input what i plan to do the previous day either at night or through the day when i discover what needs to be done. Jotting down your plans is more effective than you might think to productivity. Ill keep using it and get back when i discover more tips to be more productive.,2,positive
9388,Phew long day and i havent gotten to work yet,0,negative
3586, tom is not with u!  hahahahahahhah he`s with my bff,1,neutral
2089,http://tinyurl.com/ateltl <-- Rocksteady pt II,1,neutral
11733,like why the **** am i still up...maybe because im drunk as hell and had a great time tonight..**** was crazy,2,positive
13977,New To twitter,1,neutral
22486,in less then a min i lost 2 followers,1,neutral
13679,chillaxing really  Yeah man hehe,2,positive
9538,It says you are downloading the pro version which is a complete lie.,0,negative
10473,Math review. Im going to fail the exam.,0,negative
23177, u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,0,negative
2717,"Was ok until i saw the mtx. I guess it truely does ""gamify"" things now.",0,negative
7985,This is perfect. I'm able to get all of my family calendars in one place without having to lug around a traditional agenda. Also they are wonderful at fixing any issues and responding to all emails.,2,positive
25643, The creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs!,1,neutral
9672,"I loved this app when I tried the free version, the side tabs and all. It felt like a planner. Then I open it up and it must've updated because the looks changed, no side tabs. So I paid for the pro version to get more out of it. Nothing has changes, I go to landscape view and it won't scroll. It's glitch to. I have paid the $4.99 and it keeps telling me to upgrade. I've already paid!!! I emailed you guys and still haven't heard any support a week later. So my advice to you all, keep your $5.",0,negative
16205,from seeing all my koreans buisnesses failing.,0,negative
3497,"wants to listen to musiq soulchild, but it is not on the iPod",1,neutral
26393,"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",0,negative
1046,Trying to set a reoccurring daily task is so convoluted that it requires reading a lengthy help article 😡😡😡? I've switched to Google Tasks which is way more intuitive.,0,negative
497, congratulations ! you guys finish a month early than we do. booo,2,positive
13437, LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',2,positive
12320,got a new dog,1,neutral
5084,The concept is good. But why the app is not notifying me about thr task even though I have turned the notification on? This is very bad.,1,neutral
23299,"  hey, but you have gal pals here in Phoenix!!!",1,neutral
7908,Nice appp verry recommended... Make my life more organized,2,positive
8978,"It seems like everyone us watching X-Men now, I feel like I`ve started a revolution  feels nice",2,positive
5291,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,2,positive
1519,I found todoist through Lavendaire of YouTube she is awesome. I am grateful that to-do list is really getting me back on track.,2,positive
3711,This app really is a great idea but for those who dont care about a little digital plant like me it really isnt going to be affective because they wont care if the plant dies. Im going to try to download it again so i can have a little more discipline but other than that i think it is really nice.,1,neutral
18774, congrads on engagement/bridal shower! sounds like fun for upcoming 'jump out of the audience'  wd love to join in!,2,positive
12368, I`m sorry.,0,negative
20950,I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  ****,1,neutral
2031, Hah! Thanks.,2,positive
1259, I`d love to!!,2,positive
8007," Yeah, but you`ve got admire someone who takes job satisfaction to the Nth degree",2,positive
6615,got 34/40 for exam 1... percentage doesnt look good.,2,positive
7893,It would be great if we could push the scheduled events to put them later or sooner,2,positive
23742,installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,2,positive
17093,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,0,negative
11534, ew agreed,1,neutral
14990,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",1,neutral
13768,"Aww, no one`s on MSN",1,neutral
25500,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",2,positive
10233, I wish I was in va too,2,positive
13676,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,1,neutral
5827,"This is far from what Wunderlist made us use it, you no longer have details section in a task where for example you could add a link to a picture or describe more the task in hand... It seems it tried to be more of a daily scheduler than what actually the amazing Wunderlist was!",0,negative
5307,Increase very good,2,positive
7322,**** i have something to say and no one is listening,0,negative
5722,I hate this app. Shared lists aren't shared unless you send an invitation everytime you update the list. I want my Wunderlist back!,0,negative
9115," Hi man, yeah I so wanna go, but I`m on Maui  #liloven",0,negative
508,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,0,negative
16481,is working.   I am so happy my job is a radio and not anything physically exhausting....,2,positive
6099,My parents wachting tv but it is terrible and there is nothing else  me so sad,0,negative
14214,Is up so early and proppa shattered and knackered,0,negative
4973,The  3d movie was amazing but a little to short  i wanted more!!,2,positive
1753,Enjoying time with the g/f,2,positive
4425,Went for the premium subscription without a doubt. Definitely benefitial to those to use it honestly. Edit: Everything's good but after changing phones I've suffered having to manually copy the same habit list because the sync function just doesn't work.,1,neutral
4677, awww i missed it  twitpic?,0,negative
3357,"I paid for the pro version and next day the data disappeared. I installed the app again and it is no pro any more and the coins and trees had disappeared. Can you please fix that? I did an export of the data and I have it on my msil, but I don't know what to do. Can you please help?",0,negative
1908,"Non-functional with Google account. Was great, but can't use right now.",0,negative
9264, my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,0,negative
8252, I can`t wait that long,1,neutral
12633, lmao haha nice lolz it`s all good though. i can wait  lol,2,positive
11001,I want some cheese fries from fontanas.,1,neutral
723,"Wish you were here, babe",2,positive
3903,"Roast was yummy, I think mum was impressed!!!",2,positive
16285,watching Justin Timberlake on SNL,1,neutral
11130,Sitting on the bed NOT wanting to go to work,0,negative
1920,"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",0,negative
6901,"This is one of the few circular calendar widgets available, but it has a little ways to go before I'd want to keep it.   Possible Improvements: -Sync to Outlook -Easy color coding options for each scheduled event: would be nice to see Red for gym, Orange for meal times, green for Bill paying, blue for sleep, etc. -Would prefer a widget that I can tap on without it opening the app. Small dot next to the widget is fine to open apps. -Would also prefer a 3D widget that appeared to be hanging, so when I tapped it, it reacted to the tap.  -Double sided widget, AM on one side, PM on the other.  -Drag to reschedule events -Hold to add events -Hold to edit events.",1,neutral
13225, I could have bought a Vespa with the amount of money I just spent,1,neutral
6665,Gotta love nasty weatherrrrr.  so jealous ur at knotts,1,neutral
2323,i`m oh so very bored!  buut.. almost 2 days til i leave for france!,0,negative
387,No TV and no internet make Catherine something something?,1,neutral
8181, ya she prob does but i dont want to no about it,0,negative
17974,Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,1,neutral
13044, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,1,neutral
23182,homework,1,neutral
16947,Isnt looking forward to going back to work. 3 days off isnt long enough,0,negative
23145,  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing 'The Climb',2,positive
6678,How does it work ?,0,negative
5291,This app is awesome. Makes tasks fun,2,positive
22403," Okay, no more driving.  I know... I know... you are correct to say that.",2,positive
18891, Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me,1,neutral
6503,"Nothing work, I have my calendar prepared for months, and nothing come inside the Sectograph, Even I added new one, nothing appeared",0,negative
7819,"I was looking for exact same app for a long time. And this is the app. After using this app for about a week, I understood my time and routine better than ever! I was amazed to see that I had more than 40 hours available a week whereas I thought I didn’t have enough time in my life. I strongly recommend to those who wants to get the blessings of a routine. And I suggest the developers that if you can bring a option to view the routine in a printable weekly calendar that would be better. Thanks",2,positive
7833," did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",0,negative
6474,Cannot use without existing calendar,0,negative
10249,Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,2,positive
1120,I couldn't find an easy way to make a project recurring without using templates or add attachments and notes to individual tasks.,0,negative
23328,its raining!! gng for rain dance,1,neutral
10269,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,0,negative
8014,Im not happy,0,negative
6135,Any plans of allowing sub tasks to show up in the widget?,1,neutral
5392,_awake GOOD MIDDAY.,2,positive
24266,  cuss u siad u weren`t having it...lol,1,neutral
2392,Ugh. My feet feel like they`re going to fall off.,0,negative
2128,Got three shots today.   I can`t lift my arms...,1,neutral
9738,"I love this app, but it sucks that I can only use it on my phone. I'd give it a 5 if I could a) use a desktop version of the app as well; b) sync tasks with Wunderlist;  and c ) sync reminders from Google Calendar as tasks on Planner Pro.",1,neutral
6477,Not sync with Google Calendar,0,negative
24503,happy mothers day..,2,positive
22701,Joan is such a legend! I can`t wait for apprentice finale!!! im so addicted i think i need a rehab!! LOL tweet later..  xoxo,2,positive
10595,I hope the girl at work  buys my Kindle2,1,neutral
22001, There is a motorcycle for sale down the road. Mind you it`d be stupid of me to get it. Summer 5 months away.,0,negative
5752, Have you guys heard about the flu that`s been going around? Swine Flu? Hope you guys are safe  There`ve been deaths already. :-S,1,neutral
5554,When are  gonna release another album already?!? I miss them,0,negative
10235,_carter Your video is set to private..,1,neutral
20868,Going to Houston and Nola this weekend with . Who wants to join us?,1,neutral
11840,"y do i even bother getting a new fone..i just **** break them anyway,,,fones dont float,,especially when thrown in the pool",0,negative
8157, clearly need to crack the whip some more,0,negative
1580,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,2,positive
22852,Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,2,positive
20091,hahaha yeah i see that. but he can`t twitter me back,1,neutral
19241,"@_elj Appreciated,uni email is helpful..",2,positive
13516, I`m not posh enough to read Tatler,1,neutral
2021,Starbucks with mother,1,neutral
8052,"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",0,negative
8097,After a week my tasks never showed up. Completely stopped working 👍,0,negative
17441,I KnO they`re my guilty pleasure like shopping   ,0,negative
8266, Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,0,negative
810,"Its a great todo app, have assistant integration make it awesome! If you can please add telegram bot and ifttt..",2,positive
2178,"My all around power app! This app has been so useful, that I use it not just for tasks but also my calendar. Used to sync with Google calendar, but left that to be all Ticktick now. This app is right on the money.",2,positive
26400,Peace! Good morning,2,positive
20588,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,2,positive
5072,baby alex i miss you  ily<3 good night</3,2,positive
16950,At work making more $$.. The only thing that keeps me going is knowing I can SHOP some more once I get paid  I`m becomin a SHOPAHOLIC hehe,1,neutral
1760, if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,1,neutral
5458, no sorry twitter sucks balls since the replys change  #fixreplies,0,negative
3692,sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,1,neutral
8125,Very pricey,0,negative
8213,Does this app truly have reminders?? It refused to remind me of my event,0,negative
9616,"Well, based on the description of this app and what I understood I would receive has not, lived up to its description. I hope the bugs will be worked out. I emailed for help more than 24 hours ago and have not received any response thus far.  It would be helpful to have a help and/or FAQ section to refer to. After only one day of using the app, I have encountered the following:  1. From calendar screen, + button does not give option for Project (only Event, Task, or Note).  I have the upgraded version.  2. Settings, General, Start with... is set for Day View, but shows month instead.  3. Help & Feedback only gives option to email for help. No option to search for help.  4. When deleting an item in a series comma I do not get the option to just delete the one occurrence.  Am I doing something wrong? Is there any help that I can expect to receive? I paid $4.99 for the upgraded version, and I am not at all happy. Busy people with crazy schedules need a reliable app.",0,negative
7179,Great apps!,2,positive
3043,"Сам сервис очень крутой, но пожалуйста сделайте более понятный интерфейс для «Habits», пусть они они становятся серыми или изчезают, когда человек отметил свой прогресс за день. Я банально не помню, отмечала я свой прогресс сегодня или ещё нет, а показатель в виде цифры или зелёного/рыжего цвета мне ни о чем не говорит.",2,positive
9473,Cannot get it to work on my Huawei P20. I have tried 3 times and cannot get it to sign in. It looks like it works fine on my iPad because I can sign up and get in but on my phone I am unable to do either. I needed something that I could use on both devices but am unable to get into in ob my phone,0,negative
8084,"http://pic.gd/63ef My college, My friends",1,neutral
7810,Friendly app that help you to optimize your time.,2,positive
20765,  anything I can do to help?,2,positive
14862, i would be looking forward to seeing you tonight if i was going,2,positive
12806,the rain bring back some memories,1,neutral
18953," im not a supermodel, i still eat mcdonalds baby thats just me!  ****",1,neutral
4264," You`re not the only one surprised that FreeTDS and UTF-8 don`t 'just work'. But you`ll get it right, eventually.",2,positive
25754, _defcon1 I gather you guys continued the drinking after I left?,1,neutral
4397,worked okay for awhile. sync between devices no longer works and I have the paid for premium account. uninstalled on both devices. sync fails on both,0,negative
1324,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,2,positive
322,"I really like any.do and having my to do list and events in the same place. However I have knocked off stars because I need more customisable repeat options and notifications. Sometimes my tasks are every two weeks, or every other day, or every 3 days. Would be nice for this option. I also like to put reminders in for my work calendar. I don't seem to get the option to change this when doing a new event reminder. Can't afford premium. Shame. Back to Google calendar. :(",1,neutral
1728, ooh ouch!   lovely weather but ****! cover up sugar! x,2,positive
17008,"Good Night,  Happy Mother`s Day !!",2,positive
8127, - and yes i like the vids,2,positive
10720,_shaw night babe,1,neutral
10285, My neighbour is fond of loud Nickelback.,2,positive
1491,"For US tweeps, don`t forget to call your mom today...",2,positive
1326,"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",1,neutral
948,Didn't sync at all with current list,0,negative
27009,received her first pressie. Happy happy.,2,positive
5702,_O haha .. i`m from philippines!  i just want to follow you!,2,positive
2809,I don`t want her to leave..,1,neutral
15564, Yeah *fingers crossed*,1,neutral
16877,"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.",1,neutral
26529," : Hi, i think u should try Ph? in Vietnam, it`s really quite delicious",2,positive
14185,the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,1,neutral
905,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",0,negative
4745,Great app but I would prefer some changes in its interface.,2,positive
283,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,0,negative
11395,Going to bed  Goodnight  xox,1,neutral
24350,_rashid aww how cute  I like that song a lot,2,positive
2502,"It does not seem possible to have a simple shopping list shared with another person... Nice app, but useless.",0,negative
24699, ComicCon? That`s cool!,2,positive
21786,  in chicago until 8:20  ...just landed xoxo,1,neutral
20014,on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,2,positive
1174,"Loves the 2nd half of even days, orch and jazz band with daddy",2,positive
5660,"""sorry, no more wunderlist. Looks like you're just going to have to switch over to this new platform that demands a Microsoft account 🤷‍♀️"" Like seriously who tf actually wants to use a Microsoft account?? Especially on mobile. Screw you guys!",0,negative
1284,? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],1,neutral
17472, http://twitpic.com/336u5 - i love her too !!! she shouldve won,2,positive
20,Stupid storm. No river for us tonight,0,negative
17671, aww you poor thing  hope all goes well!,0,negative
7455,"Decent app, but i was having issues with scheduling my week with it. Any time i tried to M-F (day schedule) it repeated the same schedule perpetually, even on the weekends, regardless of setting day limits or time constraints. Will check back on this one. (Might be my device thats the issue idk) Gui was clean and simple, and you can set specific alarm sounds.",1,neutral
5345,http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl,1,neutral
7320,very bad,0,negative
4570,!  i called and called. I think you should answer more. haha,1,neutral
179,"I was about to jump wholeheartedly into using this app (its integration with Google Calendar being exactly what I'm looking for) but now I see that it has no search feature on Android. Worse still, Android Search has been on their roadmap since 2015 and it's still not done. 2015!?! In the meantime other apps can build smart lists it out of tags, status and free text. Seriously behind the curve, guys.",0,negative
1236,This app seems great. However I switched to another app mainly because the reminder alarms and reoccurring task options are locked without premium. What the free version let's you do is fine but not impressive enough to risk a subscription billed annually. They should give a free premium preview for a week or two so this app can showcase itselbetterf. Without access to reminders it felt more like a note keeping app that i had to remember to check which hindered the promised productivity boost.,1,neutral
6755,"just came back home from NE gig, another fun night skankin...what a workout!",2,positive
7951,I think I just found my purse soulmate. But its not in my budget,1,neutral
17520,I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,0,negative
1991,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",2,positive
12038,"Chris pine, please be mine.  haha",1,neutral
11055,Had an awesome lunch with the family & now dinner with the in-laws,2,positive
21177, sorry my friend ... but  is paying the mortgage!,0,negative
22605, I would be scratching ma head toooo,1,neutral
12483,I don`t think the neti pot is working for me  maybe I`m doing it wrong?,0,negative
8921,I`m always the last one in the office....especially on Friday,1,neutral
1635,"Great app. Synchs immediately. Intuitive. Love this app. I've tried a few to do apps, and this one is the best",2,positive
6984,I <3 Owl City.,1,neutral
13483,will continue my dramathon! episode 14 here i come!,1,neutral
15358,dev.java.net : the slowest website,0,negative
998,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,1,neutral
5786,"Came over from wunderlist, and i was not happy with the changes, i have sync errors all the time, my lists are doubbled up(the ones i had shared with others) and when i add a new task to any list they go to the bottom at the list so i have to manualy drag them uppwards. AND IF I CHANGE IT SO THAT IT GOES TO THE TOP OF THE LIST, THE APP WONT LET YOU DRAG/ORGANISE THE LIST! THIS APP IS JUST BUGS BUGS AND GLITCHES So in short, make it MORE like wunderlist. But ""OK"" App otherwise",0,negative
3064,Great app!,2,positive
1780,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,2,positive
20323, Have fun amorsote even tho u forgot my bday which is today,1,neutral
7089,ughhh seriously hung over,0,negative
26817,at thee mall,1,neutral
18872,  aw. that sounds amazing  But I think I have work. Thank you for inviting me though,2,positive
3087,Got into the show early. Jackson`s chillen. Lil shorty,1,neutral
